shipment_id,order_id,shipment_date,delivery_date,shipping_method,shipping_cost,status
867,886,2024-09-27,2024-09-30,standard,6106.04,delivered
868,887,2024-04-20,2024-04-23,standard,6898.75,delivered
869,888,2024-11-01,2024-11-02,express,16662.75,delivered
870,889,2024-07-29,2024-07-31,express,6059.46,delivered
871,890,2024-10-19,2024-10-21,express,11921.38,delivered
872,891,2024-06-01,2024-06-03,standard,6358.89,delivered
873,892,2024-12-13,2024-12-21,standard,9034.81,delivered
874,893,2024-10-30,2024-11-03,standard,5005.98,delivered
875,894,2024-10-15,2024-10-23,standard,6871.24,delivered
876,895,2024-11-16,2024-11-22,standard,13759.05,delivered
877,896,2024-10-21,2024-10-23,standard,6790.31,delivered
878,897,2024-11-14,2024-11-22,standard,6642.87,delivered
879,898,2024-09-19,2024-09-21,standard,2817.41,delivered
880,899,2024-09-01,2024-09-03,express,6467.14,delivered
881,900,2024-12-09,2024-12-12,express,11123.66,delivered
882,901,2024-11-19,2024-11-23,standard,5143.81,delivered
883,902,2024-12-05,2024-12-13,standard,6452.87,delivered
884,903,2024-07-26,2024-07-30,standard,5654.21,delivered
885,904,2024-12-08,2024-12-12,express,16168.06,delivered
886,905,2024-10-27,2024-10-30,standard,3492.29,delivered
887,906,2024-12-05,2024-12-10,standard,14696.16,delivered
888,907,2024-12-22,2024-12-23,express,10235.74,delivered
889,908,2024-10-14,2024-10-22,standard,9777.42,delivered
890,909,2024-10-01,2024-10-04,standard,9502.82,delivered
891,910,2024-12-12,2024-12-14,express,23861.09,delivered
892,911,2024-11-26,2024-12-04,standard,5286.26,delivered
893,912,2024-12-20,2024-12-22,standard,4416.99,delivered
894,913,2024-12-05,2024-12-07,standard,4867.37,delivered
895,914,2024-07-06,2024-07-09,standard,4626.32,delivered
896,915,2024-11-04,2024-11-12,standard,9123.66,delivered
897,916,2024-11-04,2024-11-05,express,15405.91,delivered
898,917,2024-11-02,2024-11-04,standard,5897.6,delivered
899,919,2024-06-12,2024-06-14,standard,6616.95,delivered
900,920,2024-11-28,2024-12-01,standard,6480.15,delivered
901,921,2024-10-09,2024-10-14,standard,14164.89,delivered
902,922,2024-11-02,2024-11-07,standard,14520.62,delivered
903,923,2024-08-15,2024-08-16,express,7542.38,delivered
904,924,2024-05-20,2024-05-23,standard,9237.7,delivered
905,925,2024-08-04,2024-08-08,standard,8516.5,delivered
906,926,2024-10-26,2024-11-03,standard,5763.0,delivered
907,927,2024-08-25,2024-08-26,express,9608.3,delivered
908,928,2024-11-02,2024-11-09,standard,9459.56,delivered
909,929,2024-10-18,2024-10-24,standard,9642.04,delivered
910,930,2024-11-20,2024-11-24,standard,6128.43,delivered
911,931,2024-08-22,2024-08-30,standard,6061.26,delivered
912,932,2024-12-12,2024-12-19,standard,7996.69,delivered
913,933,2024-10-19,2024-10-22,standard,5500.29,delivered
914,934,2024-11-30,2024-12-02,standard,8579.61,delivered
915,935,2024-09-07,2024-09-12,standard,13569.64,delivered
916,936,2024-11-26,2024-12-01,standard,4382.31,delivered
917,937,2024-07-25,2024-07-30,standard,6193.81,delivered
918,938,2024-10-29,2024-11-06,standard,10554.97,delivered
919,939,2024-10-05,2024-10-09,express,15341.4,delivered
920,940,2024-06-05,2024-06-08,express,10734.14,delivered
921,941,2024-10-10,2024-10-16,standard,12480.16,delivered
922,942,2024-12-14,2024-12-17,express,7837.61,delivered
923,943,2024-12-17,2024-12-24,standard,10322.23,delivered
924,944,2024-10-05,2024-10-09,standard,4670.23,delivered
925,945,2024-12-18,2024-12-25,standard,13983.55,delivered
926,946,2024-04-16,2024-04-19,standard,6837.85,delivered
927,947,2024-10-12,2024-10-14,standard,9078.9,delivered
928,948,2024-08-08,2024-08-13,standard,7574.79,delivered
929,949,2024-11-07,2024-11-14,standard,5874.79,delivered
930,950,2024-11-20,2024-11-28,standard,4760.67,delivered
931,951,2024-11-08,2024-11-15,standard,8363.23,delivered
932,953,2024-12-14,2024-12-20,standard,10180.1,delivered
933,954,2024-11-11,2024-11-14,standard,5748.96,delivered
934,955,2024-11-15,2024-11-18,standard,10049.11,delivered
935,956,2024-10-21,2024-10-29,standard,2664.07,delivered
936,957,2024-12-19,2024-12-27,standard,9379.0,delivered
937,958,2024-10-23,2024-10-28,standard,4520.85,delivered
938,959,2024-10-04,2024-10-10,standard,13848.08,delivered
939,960,2024-09-19,2024-09-21,express,18469.6,delivered
940,961,2024-10-14,2024-10-18,standard,11851.75,delivered
941,962,2024-08-24,2024-08-26,standard,5956.41,delivered
942,963,2024-12-23,2024-12-29,standard,6645.99,delivered
943,964,2024-11-27,2024-12-01,standard,6023.67,delivered
944,965,2024-11-29,2024-12-05,standard,6373.01,delivered
945,967,2024-10-27,2024-11-03,standard,12663.47,delivered
946,968,2024-11-03,2024-11-08,standard,11235.05,delivered
947,969,2024-12-09,2024-12-17,standard,12604.0,delivered
948,970,2024-12-05,2024-12-12,standard,4633.71,delivered
949,971,2024-12-15,2024-12-21,standard,9685.57,delivered
950,972,2024-08-24,2024-08-28,standard,7035.35,delivered
951,973,2024-12-14,2024-12-17,standard,2654.94,delivered
952,974,2024-09-01,2024-09-02,express,18075.45,delivered
953,975,2024-11-30,2024-12-02,express,11612.37,delivered
954,976,2024-11-19,2024-11-23,standard,6721.82,delivered
955,977,2024-07-29,2024-08-04,standard,14294.03,delivered
956,978,2024-10-22,2024-10-28,standard,8872.23,delivered
957,979,2024-04-17,2024-04-21,express,20765.14,delivered
958,980,2024-12-01,2024-12-02,express,11217.2,delivered
959,981,2024-10-25,2024-10-28,standard,12561.92,delivered
960,982,2024-11-20,2024-11-25,standard,7283.31,delivered
961,983,2024-12-22,2024-12-25,standard,6182.38,delivered
962,984,2024-05-06,2024-05-14,standard,2574.97,delivered
963,985,2024-10-18,2024-10-20,standard,10852.97,delivered
964,986,2024-09-28,2024-10-06,standard,10079.49,delivered
965,987,2024-11-19,2024-11-21,standard,5727.68,delivered
966,988,2024-02-27,2024-03-02,express,17126.63,delivered
967,989,2024-12-29,2025-01-01,standard,13629.6,delivered
968,990,2024-06-05,2024-06-10,standard,13777.49,delivered
969,991,2024-09-18,2024-09-26,standard,14718.45,delivered
970,992,2024-12-21,2024-12-25,standard,8049.03,delivered
971,993,2024-12-26,2024-12-30,standard,9716.26,delivered
972,994,2024-10-11,2024-10-14,standard,8430.27,delivered
973,995,2024-07-31,2024-08-03,standard,4571.6,delivered
974,996,2024-09-13,2024-09-15,standard,5742.06,delivered
975,997,2024-05-01,2024-05-03,standard,12744.86,delivered
976,998,2024-06-29,2024-07-03,standard,5271.07,delivered
977,1000,2024-10-19,2024-10-24,standard,4646.43,delivered
978,1001,2024-11-22,2024-11-25,express,19226.05,delivered
979,1002,2024-10-22,2024-10-29,standard,3754.12,delivered
980,1003,2024-09-28,2024-09-30,standard,3755.54,delivered
981,1004,2024-10-28,2024-11-01,standard,5825.72,delivered
982,1005,2024-11-21,2024-11-26,standard,8164.57,delivered
983,1006,2024-12-12,2024-12-14,express,15023.17,delivered
984,1007,2024-09-19,2024-09-23,standard,14483.7,delivered
985,1008,2024-09-05,2024-09-06,express,10212.95,delivered
986,1009,2024-06-29,2024-07-05,standard,14954.22,delivered
987,1010,2024-10-11,2024-10-17,standard,5557.07,delivered
988,1011,2024-10-04,2024-10-05,express,14074.96,delivered
989,1012,2024-07-15,2024-07-20,standard,6333.27,delivered
990,1013,2024-10-21,2024-10-29,standard,2630.25,delivered
991,1014,2024-11-25,2024-12-02,standard,12966.45,delivered
992,1015,2024-03-10,2024-03-12,standard,7359.97,delivered
993,1016,2024-09-29,2024-10-02,standard,13447.98,delivered
994,1017,2024-05-25,2024-05-31,standard,7441.48,delivered
995,1018,2024-11-02,2024-11-05,standard,6314.12,delivered
996,1019,2024-04-18,2024-04-26,standard,10995.97,delivered
997,1020,2024-10-31,2024-11-05,standard,8229.9,delivered
998,1021,2024-12-06,2024-12-14,standard,3037.89,delivered
999,1022,2024-12-22,2024-12-23,express,21209.46,delivered
1000,1023,2024-12-12,2024-12-19,standard,12638.57,delivered
1001,1024,2024-05-27,2024-05-30,standard,12863.32,delivered
1002,1026,2024-11-18,2024-11-25,standard,4714.41,delivered
1003,1027,2024-12-04,2024-12-11,standard,6166.57,delivered
1004,1028,2024-11-27,2024-11-29,express,11785.32,delivered
1005,1029,2024-10-30,2024-11-02,standard,6256.43,delivered
1006,1030,2024-09-07,2024-09-10,standard,5073.92,delivered
1007,1031,2024-04-27,2024-04-30,express,16275.19,delivered
1008,1032,2024-10-09,2024-10-17,standard,7677.92,delivered
1009,1033,2024-07-04,2024-07-08,standard,11444.85,delivered
1010,1034,2024-06-26,2024-06-28,standard,12777.17,delivered
1011,1035,2024-05-25,2024-05-28,express,12055.79,delivered
1012,1036,2024-12-07,2024-12-11,express,11110.74,delivered
1013,1037,2024-11-18,2024-11-21,standard,6563.62,delivered
1014,1038,2024-12-26,2025-01-01,standard,4832.26,delivered
1015,1039,2024-09-08,2024-09-11,standard,4500.82,delivered
1016,1040,2024-10-26,2024-10-28,standard,6246.13,delivered
1017,1041,2024-12-01,2024-12-09,standard,3840.8,delivered
1018,1042,2024-07-20,2024-07-27,standard,8018.0,delivered
1019,1043,2024-10-20,2024-10-26,standard,4747.97,delivered
1020,1044,2024-11-03,2024-11-06,express,10942.48,delivered
1021,1045,2024-09-28,2024-10-01,standard,7651.13,delivered
1022,1046,2024-02-20,2024-02-27,standard,10850.35,delivered
1023,1047,2024-11-23,2024-11-27,standard,14106.65,delivered
1024,1048,2024-09-06,2024-09-10,standard,8157.43,delivered
1025,1049,2024-11-04,2024-11-10,standard,6335.34,delivered
1026,1050,2024-12-05,2024-12-07,express,17604.99,delivered
1027,1051,2024-12-15,2024-12-18,express,16551.37,delivered
1028,1052,2024-11-28,2024-11-30,standard,14982.0,delivered
1029,1053,2024-10-22,2024-10-29,standard,5216.46,delivered
1030,1054,2024-11-09,2024-11-12,express,18087.87,delivered
1031,1055,2024-12-03,2024-12-07,standard,7126.64,delivered
1032,1056,2024-10-27,2024-11-02,standard,13583.3,delivered
1033,1057,2024-11-06,2024-11-10,express,15969.41,delivered
1034,1058,2024-09-06,2024-09-08,express,9970.86,delivered
1035,1059,2024-12-07,2024-12-12,standard,2756.92,delivered
1036,1060,2024-09-05,2024-09-11,standard,6396.92,delivered
1037,1061,2024-10-22,2024-10-23,express,11216.11,delivered
1038,1062,2024-10-23,2024-10-30,standard,6719.48,delivered
1039,1063,2024-07-22,2024-07-28,standard,7542.59,delivered
1040,1065,2024-10-09,2024-10-11,standard,4871.73,delivered
1041,1066,2024-12-02,2024-12-07,standard,6882.32,delivered
1042,1067,2024-11-19,2024-11-25,standard,5174.98,delivered
1043,1068,2024-09-18,2024-09-19,express,15244.22,delivered
1044,1069,2024-10-16,2024-10-18,standard,11256.5,delivered
1045,1070,2024-09-16,2024-09-19,standard,8524.81,delivered
1046,1071,2024-08-08,2024-08-12,standard,14627.33,delivered
1047,1072,2024-10-11,2024-10-18,standard,10787.56,delivered
1048,1073,2024-12-04,2024-12-07,standard,5562.14,delivered
1049,1074,2024-10-14,2024-10-16,standard,3913.73,delivered
1050,1075,2024-12-05,2024-12-09,standard,5704.99,delivered
1051,1076,2024-10-28,2024-11-03,standard,7117.14,delivered
1052,1077,2024-10-11,2024-10-15,standard,11459.28,delivered
1053,1078,2024-12-30,2025-01-01,standard,12548.27,delivered
1054,1079,2024-10-10,2024-10-14,standard,7922.49,delivered
1055,1080,2024-11-27,2024-12-05,standard,14152.9,delivered
1056,1081,2024-09-07,2024-09-10,standard,14069.86,delivered
1057,1082,2024-12-10,2024-12-15,standard,10208.86,delivered
1058,1083,2024-12-05,2024-12-06,express,18618.73,delivered
1059,1084,2024-11-03,2024-11-10,standard,9523.67,delivered
1060,1085,2024-11-04,2024-11-09,standard,3565.82,delivered
1061,1086,2024-09-17,2024-09-23,standard,7183.03,delivered
1062,1088,2024-07-07,2024-07-15,standard,6405.92,delivered
1063,1089,2024-06-12,2024-06-19,standard,9670.18,delivered
1064,1090,2024-11-22,2024-11-27,standard,3737.61,delivered
1065,1091,2024-07-02,2024-07-06,express,17338.58,delivered
1066,1092,2024-08-15,2024-08-18,standard,9492.75,delivered
1067,1093,2024-11-11,2024-11-13,standard,4633.34,delivered
1068,1094,2024-12-11,2024-12-18,standard,4072.85,delivered
1069,1095,2024-09-25,2024-09-28,standard,9577.44,delivered
1070,1096,2024-11-28,2024-12-01,express,23028.29,delivered
1071,1097,2024-10-28,2024-11-05,standard,6773.51,delivered
1072,1098,2024-10-19,2024-10-26,standard,11788.87,delivered
1073,1099,2024-09-30,2024-10-07,standard,14884.9,delivered
1074,1100,2024-11-29,2024-12-06,standard,7132.04,delivered
1075,1101,2024-12-01,2024-12-04,standard,4297.45,delivered
1076,1102,2024-11-04,2024-11-09,standard,6377.34,delivered
1077,1104,2024-10-23,2024-10-26,standard,7437.08,delivered
1078,1105,2024-10-17,2024-10-21,standard,8608.06,delivered
1079,1106,2024-11-16,2024-11-24,standard,3849.43,delivered
1080,1107,2024-10-29,2024-11-01,express,15854.43,delivered
1081,1108,2024-12-04,2024-12-12,standard,6595.97,delivered
1082,1109,2024-10-12,2024-10-19,standard,7771.44,delivered
1083,1110,2024-12-08,2024-12-11,standard,6625.11,delivered
1084,1111,2024-10-21,2024-10-24,express,10574.17,delivered
1085,1113,2024-12-17,2024-12-20,standard,5074.63,delivered
1086,1114,2024-12-03,2024-12-05,standard,7330.19,delivered
1087,1115,2024-09-13,2024-09-16,standard,5326.14,delivered
1088,1116,2024-07-25,2024-07-30,standard,5511.71,delivered
1089,1117,2024-11-08,2024-11-11,standard,8587.43,delivered
1090,1118,2024-09-15,2024-09-18,standard,6625.4,delivered
1091,1119,2024-12-24,2024-12-26,standard,4715.65,delivered
1092,1120,2024-08-11,2024-08-18,standard,8354.07,delivered
1093,1121,2024-12-18,2024-12-22,standard,3082.21,delivered
1094,1122,2024-06-21,2024-06-24,standard,12779.85,delivered
1095,1123,2024-11-06,2024-11-09,standard,12104.22,delivered
1096,1124,2024-07-19,2024-07-23,standard,11664.07,delivered
1097,1125,2024-10-16,2024-10-18,standard,6747.85,delivered
1098,1126,2024-09-18,2024-09-20,standard,11734.2,delivered
1099,1127,2024-12-19,2024-12-25,standard,7482.87,delivered
1100,1128,2024-12-03,2024-12-06,standard,3454.37,delivered
1101,1129,2024-05-10,2024-05-12,standard,5196.51,delivered
1102,1130,2024-10-19,2024-10-27,standard,6990.9,delivered
1103,1131,2024-11-27,2024-11-29,express,10452.13,delivered
1104,1132,2024-08-05,2024-08-07,standard,11237.44,delivered
1105,1133,2024-10-14,2024-10-16,express,17803.48,delivered
1106,1134,2024-09-10,2024-09-13,standard,14364.93,delivered
1107,1135,2024-12-18,2024-12-26,standard,6325.6,delivered
1108,1136,2024-12-01,2024-12-04,standard,10375.81,delivered
1109,1137,2024-04-15,2024-04-20,standard,5445.88,delivered
1110,1139,2024-08-25,2024-08-28,standard,5132.81,delivered
1111,1140,2024-09-29,2024-10-04,standard,11844.35,delivered
1112,1141,2024-12-31,2025-01-04,standard,11482.57,delivered
1113,1142,2024-08-27,2024-08-29,standard,14623.38,delivered
1114,1143,2024-11-21,2024-11-23,standard,13036.93,delivered
1115,1144,2024-11-27,2024-12-04,standard,6399.03,delivered
1116,1145,2024-12-05,2024-12-09,express,14453.44,delivered
1117,1146,2024-12-07,2024-12-11,express,11186.14,delivered
1118,1147,2024-10-15,2024-10-21,standard,14608.29,delivered
1119,1148,2024-10-10,2024-10-17,standard,3940.26,delivered
1120,1149,2024-12-31,2025-01-03,standard,2700.29,delivered
1121,1150,2024-12-21,2024-12-29,standard,13531.76,delivered
1122,1151,2024-09-29,2024-10-01,standard,8614.87,delivered
1123,1152,2024-09-12,2024-09-20,standard,8409.67,delivered
1124,1153,2024-12-07,2024-12-10,standard,5145.56,delivered
1125,1154,2024-10-18,2024-10-21,express,9627.44,delivered
1126,1155,2024-08-24,2024-08-25,express,11593.99,delivered
1127,1156,2024-09-22,2024-09-30,standard,3954.15,delivered
1128,1157,2024-11-01,2024-11-07,standard,14655.18,delivered
1129,1158,2024-07-06,2024-07-10,standard,12595.2,delivered
1130,1159,2024-12-03,2024-12-08,standard,12758.65,delivered
1131,1160,2024-12-13,2024-12-21,standard,5522.79,delivered
1132,1161,2024-06-13,2024-06-16,express,10336.1,delivered
1133,1162,2024-11-21,2024-11-28,standard,9930.3,delivered
1134,1163,2024-12-01,2024-12-04,express,15643.89,delivered
1135,1164,2024-09-26,2024-09-28,standard,5465.06,delivered
1136,1165,2024-07-06,2024-07-13,standard,3011.41,delivered
1137,1166,2024-09-26,2024-09-29,express,17645.89,delivered
1138,1167,2024-12-08,2024-12-14,standard,12563.1,delivered
1139,1168,2024-11-12,2024-11-17,standard,9104.99,delivered
1140,1169,2024-07-24,2024-07-28,express,8170.0,delivered
1141,1170,2024-11-29,2024-12-06,standard,10122.61,delivered
1142,1171,2024-12-12,2024-12-16,express,18103.26,delivered
1143,1172,2024-11-19,2024-11-21,standard,12433.53,delivered
1144,1173,2024-12-17,2024-12-21,express,7807.05,delivered
1145,1174,2024-06-11,2024-06-13,standard,7047.19,delivered
1146,1175,2024-11-14,2024-11-18,standard,7793.39,delivered
1147,1176,2024-12-02,2024-12-05,express,23236.14,delivered
1148,1177,2024-08-17,2024-08-19,standard,9991.09,delivered
1149,1178,2024-09-28,2024-10-05,standard,8601.0,delivered
1150,1179,2024-04-20,2024-04-27,standard,12827.46,delivered
1151,1180,2024-10-19,2024-10-22,standard,6289.87,delivered
1152,1181,2024-11-20,2024-11-26,standard,14200.4,delivered
1153,1182,2024-10-30,2024-11-02,express,8023.27,delivered
1154,1183,2024-12-22,2024-12-28,standard,9009.7,delivered
1155,1184,2024-11-28,2024-12-02,express,15498.27,delivered
1156,1185,2024-07-14,2024-07-19,standard,13093.7,delivered
1157,1186,2024-09-21,2024-09-26,standard,5704.05,delivered
1158,1187,2024-12-27,2024-12-31,standard,10011.63,delivered
1159,1188,2024-12-03,2024-12-07,standard,9194.81,delivered
1160,1189,2024-09-20,2024-09-23,standard,12292.11,delivered
1161,1190,2024-11-15,2024-11-18,standard,5105.52,delivered
1162,1191,2024-10-10,2024-10-14,express,14916.21,delivered
1163,1192,2024-12-06,2024-12-12,standard,11731.11,delivered
1164,1193,2024-12-27,2024-12-31,standard,3357.59,delivered
1165,1194,2024-10-08,2024-10-12,standard,8409.48,delivered
1166,1195,2024-07-09,2024-07-12,standard,4537.39,delivered
1167,1196,2024-10-29,2024-11-03,standard,5230.57,delivered
1168,1197,2024-12-16,2024-12-19,express,6374.67,delivered
1169,1198,2024-11-11,2024-11-18,standard,10354.65,delivered
1170,1199,2024-12-01,2024-12-09,standard,12178.71,delivered
1171,1200,2024-10-02,2024-10-10,standard,5659.71,delivered
1172,1203,2024-08-17,2024-08-21,standard,5135.14,delivered
1173,1204,2024-12-05,2024-12-08,express,17257.75,delivered
1174,1205,2024-08-16,2024-08-22,standard,5028.77,delivered
1175,1206,2024-06-20,2024-06-22,standard,8599.92,delivered
1176,1207,2024-09-15,2024-09-17,standard,8154.16,delivered
1177,1208,2024-12-09,2024-12-13,standard,4238.66,delivered
1178,1209,2024-07-10,2024-07-12,standard,6899.35,delivered
1179,1210,2024-12-20,2024-12-25,standard,11509.72,delivered
1180,1211,2024-06-18,2024-06-24,standard,6910.02,delivered
1181,1212,2024-11-12,2024-11-20,standard,5375.29,delivered
1182,1213,2024-09-29,2024-09-30,express,16873.07,delivered
1183,1214,2024-09-14,2024-09-19,standard,3581.1,delivered
1184,1215,2024-11-20,2024-11-28,standard,6642.7,delivered
1185,1216,2024-09-08,2024-09-16,standard,14355.23,delivered
1186,1217,2024-09-03,2024-09-09,standard,6224.25,delivered
1187,1218,2024-12-10,2024-12-14,standard,2625.28,delivered
1188,1219,2024-07-29,2024-08-05,standard,12426.36,delivered
1189,1220,2024-10-13,2024-10-18,standard,12501.61,delivered
1190,1221,2024-11-28,2024-12-02,standard,3982.89,delivered
1191,1222,2024-11-06,2024-11-13,standard,7035.11,delivered
1192,1223,2024-10-06,2024-10-10,express,7887.53,delivered
1193,1224,2024-11-19,2024-11-24,standard,13565.72,delivered
1194,1225,2024-10-23,2024-10-25,standard,12352.51,delivered
1195,1226,2024-10-18,2024-10-21,express,8018.07,delivered
1196,1227,2024-10-18,2024-10-20,standard,7682.87,delivered
1197,1228,2024-10-13,2024-10-14,express,17727.88,delivered
1198,1229,2024-09-29,2024-10-02,standard,3067.62,delivered
1199,1230,2024-12-23,2024-12-28,standard,5324.87,delivered
1200,1231,2024-09-17,2024-09-18,express,10954.02,delivered
1201,1232,2024-12-23,2024-12-25,express,14804.48,delivered
1202,1233,2024-09-28,2024-10-02,standard,2684.87,delivered
1203,1234,2024-11-09,2024-11-13,standard,7680.47,delivered
1204,1235,2024-07-06,2024-07-13,standard,6703.15,delivered
1205,1236,2024-11-17,2024-11-19,express,11813.67,delivered
1206,1237,2024-09-17,2024-09-24,standard,5873.26,delivered
1207,1238,2024-08-13,2024-08-17,standard,6866.97,delivered
1208,1239,2024-10-29,2024-11-06,standard,6636.76,delivered
1209,1240,2024-10-05,2024-10-07,standard,8886.75,delivered
1210,1241,2024-10-27,2024-11-04,standard,10243.15,delivered
1211,1242,2024-12-11,2024-12-14,express,6215.79,delivered
1212,1243,2024-11-03,2024-11-11,standard,4069.92,delivered
1213,1244,2024-09-30,2024-10-03,express,6545.26,delivered
1214,1245,2024-05-18,2024-05-26,standard,4916.88,delivered
1215,1246,2024-10-26,2024-11-03,standard,2799.97,delivered
1216,1248,2024-09-23,2024-09-24,express,11409.79,delivered
1217,1250,2024-04-30,2024-05-04,standard,9599.42,delivered
1218,1251,2024-12-09,2024-12-10,express,14028.98,delivered
1219,1252,2024-11-30,2024-12-07,standard,6444.36,delivered
1220,1253,2024-11-10,2024-11-12,standard,5084.96,delivered
1221,1254,2024-09-08,2024-09-15,standard,5897.2,delivered
1222,1255,2024-09-16,2024-09-19,standard,5096.21,delivered
1223,1256,2024-12-07,2024-12-14,standard,8864.63,delivered
1224,1257,2024-10-24,2024-10-29,standard,11368.21,delivered
1225,1258,2024-09-25,2024-09-30,standard,6665.12,delivered
1226,1259,2024-12-24,2024-12-28,express,17527.31,delivered
1227,1260,2024-11-22,2024-11-25,standard,7498.88,delivered
1228,1261,2024-05-20,2024-05-28,standard,9828.79,delivered
1229,1262,2024-12-22,2024-12-28,standard,14019.1,delivered
1230,1263,2024-06-03,2024-06-06,express,17802.02,delivered
1231,1264,2024-08-18,2024-08-22,express,21728.99,delivered
1232,1265,2024-10-17,2024-10-24,standard,11728.26,delivered
1233,1266,2024-06-29,2024-07-02,standard,7008.77,delivered
1234,1267,2024-07-22,2024-07-25,standard,12671.71,delivered
1235,1268,2024-07-31,2024-08-03,standard,5844.83,delivered
1236,1269,2024-12-24,2024-12-27,standard,14478.63,delivered
1237,1270,2024-10-28,2024-10-30,standard,9070.77,delivered
1238,1271,2024-08-18,2024-08-22,standard,2907.23,delivered
1239,1272,2024-10-05,2024-10-13,standard,13922.38,delivered
1240,1273,2024-10-17,2024-10-20,standard,7393.7,delivered
1241,1274,2024-09-07,2024-09-13,standard,7961.77,delivered
1242,1275,2024-12-23,2024-12-29,standard,13935.1,delivered
1243,1276,2024-10-18,2024-10-20,standard,3086.43,delivered
1244,1277,2024-10-27,2024-11-01,standard,6317.1,delivered
1245,1278,2024-07-25,2024-07-28,standard,4874.11,delivered
1246,1279,2024-07-25,2024-07-26,express,10164.79,delivered
1247,1280,2024-07-08,2024-07-12,standard,5727.36,delivered
1248,1281,2024-07-01,2024-07-04,standard,5833.97,delivered
1249,1282,2024-11-06,2024-11-07,express,9427.28,delivered
1250,1283,2024-09-28,2024-10-05,standard,6180.84,delivered
1251,1284,2024-11-15,2024-11-21,standard,2943.46,delivered
1252,1285,2024-10-24,2024-10-27,express,16226.61,delivered
1253,1286,2024-11-24,2024-11-26,standard,13868.41,delivered
1254,1287,2024-11-24,2024-11-27,standard,6039.63,delivered
1255,1288,2024-07-03,2024-07-07,express,10061.59,delivered
1256,1289,2024-07-27,2024-08-01,standard,12087.99,delivered
1257,1290,2024-10-07,2024-10-09,standard,12642.52,delivered
1258,1291,2024-09-21,2024-09-22,express,11293.23,delivered
1259,1292,2024-11-29,2024-11-30,express,11712.76,delivered
1260,1293,2024-10-01,2024-10-03,standard,6755.8,delivered
1261,1294,2024-12-09,2024-12-11,standard,10981.87,delivered
1262,1295,2024-12-23,2024-12-24,express,18396.94,delivered
1263,1296,2024-08-15,2024-08-21,standard,13700.25,delivered
1264,1297,2024-07-28,2024-08-04,standard,12367.95,delivered
1265,1298,2024-12-23,2024-12-25,standard,9819.0,delivered
1266,1299,2024-12-28,2025-01-05,standard,14387.19,delivered
1267,1300,2024-06-12,2024-06-15,standard,3865.77,delivered
1268,1301,2024-05-23,2024-05-28,standard,14616.11,delivered
1269,1302,2024-09-25,2024-10-02,standard,6105.43,delivered
1270,1303,2024-12-10,2024-12-12,standard,12394.75,delivered
1271,1304,2024-06-26,2024-07-03,standard,5520.72,delivered
1272,1305,2024-05-25,2024-05-27,standard,7355.66,delivered
1273,1306,2024-10-06,2024-10-11,standard,4841.46,delivered
1274,1307,2024-08-23,2024-08-30,standard,3387.59,delivered
1275,1308,2024-10-02,2024-10-05,standard,5890.1,delivered
1276,1309,2024-05-30,2024-06-02,express,15499.57,delivered
1277,1310,2024-08-24,2024-08-26,express,12504.25,delivered
1278,1311,2024-11-15,2024-11-18,express,16244.27,delivered
1279,1312,2024-12-28,2025-01-05,standard,14314.9,delivered
1280,1313,2024-11-20,2024-11-26,standard,5325.81,delivered
1281,1314,2024-09-30,2024-10-07,standard,13728.3,delivered
1282,1315,2024-10-11,2024-10-17,standard,3917.28,delivered
1283,1316,2024-05-21,2024-05-27,standard,12328.38,delivered
1284,1317,2024-10-23,2024-10-26,standard,6806.37,delivered
1285,1318,2024-08-20,2024-08-22,standard,5751.23,delivered
1286,1319,2024-11-04,2024-11-11,standard,6062.79,delivered
1287,1320,2024-11-28,2024-12-02,standard,4646.72,delivered
1288,1321,2024-09-01,2024-09-04,standard,3019.31,delivered
1289,1322,2024-06-15,2024-06-19,standard,6364.79,delivered
1290,1323,2024-07-28,2024-07-30,standard,7740.83,delivered
1291,1324,2024-11-23,2024-11-24,express,6349.31,delivered
1292,1325,2024-11-22,2024-11-27,standard,6598.75,delivered
1293,1326,2024-11-26,2024-11-29,express,13154.14,delivered
1294,1327,2024-12-16,2024-12-21,standard,11491.54,delivered
1295,1328,2024-07-11,2024-07-19,standard,4422.01,delivered
1296,1329,2024-12-03,2024-12-08,standard,12663.04,delivered
1297,1330,2024-10-06,2024-10-08,express,20095.12,delivered
1298,1331,2024-06-04,2024-06-11,standard,7286.71,delivered
1299,1333,2024-12-14,2024-12-20,standard,6187.29,delivered
1300,1334,2024-11-06,2024-11-13,standard,14559.8,delivered
1301,1335,2024-10-09,2024-10-11,express,14472.26,delivered
1302,1336,2024-10-15,2024-10-23,standard,9708.16,delivered
1303,1337,2024-10-25,2024-10-27,standard,10466.15,delivered
1304,1338,2024-08-01,2024-08-05,express,10582.19,delivered
1305,1339,2024-09-09,2024-09-10,express,22638.02,delivered
1306,1340,2024-07-07,2024-07-14,standard,5310.68,delivered
1307,1341,2024-09-12,2024-09-19,standard,6678.28,delivered
1308,1342,2024-10-07,2024-10-10,express,19322.61,delivered
1309,1343,2024-12-24,2024-12-27,express,15259.64,delivered
1310,1344,2024-07-08,2024-07-15,standard,7082.32,delivered
1311,1345,2024-08-26,2024-09-03,standard,10042.63,delivered
1312,1346,2024-12-14,2024-12-19,standard,3526.75,delivered
