order_item_id,order_id,product_id,quantity,unit_price,discount_pct,replacement_cost
1299,709,45,2,123594.09,0.0168,91072.42
1300,710,34,1,29576.45,0.0345,21207.51
1301,711,29,2,102239.91,0.0002,78390.98
1302,711,26,1,128124.88,0.0031,79847.03
1303,711,34,1,29576.45,0.0153,21207.51
1304,711,2,1,389998.01,0.0045,241268.15
1305,712,19,2,1354046.38,0.0319,1110487.85
1306,712,2,1,389998.01,0.0164,241268.15
1307,712,1,1,303474.01,0.0175,230232.02
1308,713,34,1,29576.45,0.0335,21207.51
1309,713,9,3,185395.24,0.0188,117809.8
1310,714,35,3,105924.32,0.0294,76373.38
1311,715,36,2,94176.05,0.003,79768.64
1312,715,5,1,193101.56,0.0061,112581.22
1313,716,34,1,29576.45,0.0063,21207.51
1314,717,26,1,128124.88,0.0147,79847.03
1315,717,44,1,80989.05,0.0236,57232.77
1316,717,27,1,175446.16,0.0297,143447.23
1317,718,21,1,1187423.28,0.006,881791.8
1318,718,19,2,1354046.38,0.0123,1110487.85
1319,718,41,1,134050.77,0.0188,87320.48
1320,719,5,1,193101.56,0.0362,112581.22
1321,719,34,1,29576.45,0.0033,21207.51
1322,719,27,2,175446.16,0.0076,143447.23
1323,720,22,1,941129.26,0.0133,520217.78
1324,721,2,2,389998.01,0.0281,241268.15
1325,722,2,2,389998.01,0.0278,241268.15
1326,722,14,2,398520.48,0.0353,241485.7
1327,722,35,1,105924.32,0.012,76373.38
1328,722,34,2,29576.45,0.0091,21207.51
1329,723,5,1,193101.56,0.012,112581.22
1330,723,27,2,175446.16,0.0125,143447.23
1331,723,2,4,389998.01,0.0393,241268.15
1332,724,34,1,29576.45,0.0105,21207.51
1333,724,35,1,105924.32,0.0341,76373.38
1334,725,41,1,134050.77,0.003,87320.48
1335,726,41,3,134050.77,0.0017,87320.48
1336,726,21,1,1187423.28,0.0277,881791.8
1337,727,12,2,918711.15,0.0314,570787.21
1338,727,41,1,134050.77,0.0159,87320.48
1339,727,2,4,389998.01,0.0396,241268.15
1340,728,1,2,303474.01,0.0381,230232.02
1341,728,20,1,575877.6,0.0055,442151.16
1342,729,35,4,105924.32,0.0279,76373.38
1343,729,34,2,29576.45,0.0169,21207.51
1344,730,45,1,123594.09,0.0393,91072.42
1345,731,21,1,1187423.28,0.0382,881791.8
1346,731,12,1,918711.15,0.0335,570787.21
1347,732,21,1,1187423.28,0.0246,881791.8
1348,732,35,4,105924.32,0.0014,76373.38
1349,733,11,1,597554.26,0.0158,505348.73
1350,733,44,1,80989.05,0.036,57232.77
1351,733,29,1,102239.91,0.0179,78390.98
1352,734,35,1,105924.32,0.0035,76373.38
1353,734,26,1,128124.88,0.0275,79847.03
1354,734,34,1,29576.45,0.035,21207.51
1355,735,21,1,1187423.28,0.0322,881791.8
1356,735,35,1,105924.32,0.0374,76373.38
1357,736,34,1,29576.45,0.0197,21207.51
1358,737,29,1,102239.91,0.0198,78390.98
1359,738,9,1,185395.24,0.0118,117809.8
1360,739,45,1,123594.09,0.0054,91072.42
1361,739,44,1,80989.05,0.0284,57232.77
1362,740,34,1,29576.45,0.0055,21207.51
1363,740,45,1,123594.09,0.0356,91072.42
1364,741,27,1,175446.16,0.0037,143447.23
1365,741,21,3,1187423.28,0.0297,881791.8
1366,742,21,1,1187423.28,0.0358,881791.8
1367,743,1,1,303474.01,0.0285,230232.02
1368,744,29,1,102239.91,0.0091,78390.98
1369,745,34,1,29576.45,0.0326,21207.51
1370,745,2,1,389998.01,0.0377,241268.15
1371,745,11,3,597554.26,0.0193,505348.73
1372,746,34,2,29576.45,0.027,21207.51
1373,747,35,2,105924.32,0.0073,76373.38
1374,747,45,1,123594.09,0.0275,91072.42
1375,748,11,1,597554.26,0.0385,505348.73
1376,749,36,3,94176.05,0.0289,79768.64
1377,749,5,2,193101.56,0.0237,112581.22
1378,750,2,1,389998.01,0.0101,241268.15
1379,751,34,1,29576.45,0.0092,21207.51
1380,751,21,2,1187423.28,0.0204,881791.8
1381,751,35,1,105924.32,0.0052,76373.38
1382,751,14,2,398520.48,0.0193,241485.7
1383,752,5,1,193101.56,0.0101,112581.22
1384,753,29,4,102239.91,0.0145,78390.98
1385,754,2,4,389998.01,0.0318,241268.15
1386,755,19,1,1354046.38,0.0345,1110487.85
1387,756,2,1,389998.01,0.0214,241268.15
1388,757,19,2,1354046.38,0.0189,1110487.85
1389,758,35,2,105924.32,0.0045,76373.38
1390,759,2,1,389998.01,0.0282,241268.15
1391,759,34,1,29576.45,0.0294,21207.51
1392,760,29,2,102239.91,0.0331,78390.98
1393,761,29,1,102239.91,0.0125,78390.98
1394,761,27,1,175446.16,0.0138,143447.23
1395,761,34,1,29576.45,0.0079,21207.51
1396,762,36,3,94176.05,0.0013,79768.64
1397,762,5,1,193101.56,0.0316,112581.22
1398,762,1,1,303474.01,0.021,230232.02
1399,762,29,1,102239.91,0.0079,78390.98
1400,763,29,4,102239.91,0.0146,78390.98
1401,763,5,1,193101.56,0.0131,112581.22
1402,764,1,3,303474.01,0.0072,230232.02
1403,764,34,3,29576.45,0.0061,21207.51
1404,764,11,1,597554.26,0.0261,505348.73
1405,765,36,1,94176.05,0.0261,79768.64
1406,766,36,1,94176.05,0.0184,79768.64
1407,767,14,1,398520.48,0.0035,241485.7
1408,768,5,3,193101.56,0.0061,112581.22
1409,768,21,1,1187423.28,0.0261,881791.8
1410,768,41,4,134050.77,0.012,87320.48
1411,769,21,1,1187423.28,0.0383,881791.8
1412,769,2,1,389998.01,0.0389,241268.15
1413,769,45,1,123594.09,0.0381,91072.42
1414,770,27,1,175446.16,0.0322,143447.23
1415,770,20,2,575877.6,0.0248,442151.16
1416,771,35,2,105924.32,0.0379,76373.38
1417,772,44,1,80989.05,0.0346,57232.77
1418,773,29,2,102239.91,0.0358,78390.98
1419,773,20,2,575877.6,0.0287,442151.16
1420,774,26,3,128124.88,0.0326,79847.03
1421,774,9,1,185395.24,0.0096,117809.8
1422,774,34,1,29576.45,0.0284,21207.51
1423,774,45,1,123594.09,0.0037,91072.42
1424,775,35,2,105924.32,0.0351,76373.38
1425,776,1,1,303474.01,0.0149,230232.02
1426,776,9,1,185395.24,0.015,117809.8
1427,776,29,2,102239.91,0.0143,78390.98
1428,777,11,1,597554.26,0.009,505348.73
1429,778,1,1,303474.01,0.0082,230232.02
1430,779,34,1,29576.45,0.0241,21207.51
1431,779,21,4,1187423.28,0.0219,881791.8
1432,780,1,3,303474.01,0.015,230232.02
1433,780,27,1,175446.16,0.0113,143447.23
1434,781,45,2,123594.09,0.0002,91072.42
1435,782,34,1,29576.45,0.036,21207.51
1436,782,2,3,389998.01,0.0396,241268.15
1437,782,29,2,102239.91,0.0057,78390.98
1438,783,36,1,94176.05,0.0359,79768.64
1439,783,1,1,303474.01,0.0131,230232.02
1440,784,34,1,29576.45,0.0078,21207.51
1441,784,2,1,389998.01,0.028,241268.15
1442,784,44,2,80989.05,0.0268,57232.77
1443,785,20,1,575877.6,0.0209,442151.16
1444,785,1,2,303474.01,0.0254,230232.02
1445,785,29,1,102239.91,0.0007,78390.98
1446,786,1,1,303474.01,0.0137,230232.02
1447,787,35,1,105924.32,0.0071,76373.38
1448,788,36,3,94176.05,0.0156,79768.64
1449,788,1,1,303474.01,0.0381,230232.02
1450,788,45,1,123594.09,0.0398,91072.42
1451,789,1,3,303474.01,0.0199,230232.02
1452,790,34,4,29576.45,0.0386,21207.51
1453,791,45,4,123594.09,0.0056,91072.42
1454,792,35,1,105924.32,0.0099,76373.38
1455,792,27,2,175446.16,0.0151,143447.23
1456,793,41,1,134050.77,0.0091,87320.48
1457,794,34,1,29576.45,0.0337,21207.51
1458,794,19,1,1354046.38,0.0157,1110487.85
1459,795,11,2,597554.26,0.004,505348.73
1460,796,29,1,102239.91,0.0354,78390.98
1461,796,21,1,1187423.28,0.0332,881791.8
1462,797,20,1,575877.6,0.0081,442151.16
1463,798,5,1,193101.56,0.0395,112581.22
1464,799,36,1,94176.05,0.0154,79768.64
1465,800,34,1,29576.45,0.0358,21207.51
1466,801,20,2,575877.6,0.0101,442151.16
1467,802,11,1,597554.26,0.0122,505348.73
1468,803,2,1,389998.01,0.0119,241268.15
1469,804,2,1,389998.01,0.0297,241268.15
1470,804,34,1,29576.45,0.0353,21207.51
1471,804,45,1,123594.09,0.0069,91072.42
1472,805,14,1,398520.48,0.0227,241485.7
1473,805,1,1,303474.01,0.0149,230232.02
1474,805,36,4,94176.05,0.0338,79768.64
1475,805,21,2,1187423.28,0.039,881791.8
1476,806,21,1,1187423.28,0.0306,881791.8
1477,806,2,1,389998.01,0.0076,241268.15
1478,807,34,3,29576.45,0.0069,21207.51
1479,807,21,2,1187423.28,0.0167,881791.8
1480,808,36,2,94176.05,0.0388,79768.64
1481,809,34,1,29576.45,0.0156,21207.51
1482,810,36,1,94176.05,0.009,79768.64
1483,810,29,2,102239.91,0.0162,78390.98
1484,810,34,1,29576.45,0.0349,21207.51
1485,811,34,3,29576.45,0.0109,21207.51
1486,811,26,3,128124.88,0.0295,79847.03
1487,811,29,1,102239.91,0.0244,78390.98
1488,812,1,2,303474.01,0.0293,230232.02
1489,813,34,1,29576.45,0.0251,21207.51
1490,813,12,1,918711.15,0.0379,570787.21
1491,813,29,2,102239.91,0.0038,78390.98
1492,814,2,2,389998.01,0.0191,241268.15
1493,815,1,1,303474.01,0.0263,230232.02
1494,815,11,1,597554.26,0.0217,505348.73
1495,816,1,2,303474.01,0.002,230232.02
1496,816,2,4,389998.01,0.0063,241268.15
1497,816,29,2,102239.91,0.0213,78390.98
1498,816,21,1,1187423.28,0.0071,881791.8
1499,817,45,3,123594.09,0.0349,91072.42
1500,818,36,1,94176.05,0.0354,79768.64
1501,818,2,1,389998.01,0.0176,241268.15
1502,819,21,1,1187423.28,0.021,881791.8
1503,820,21,1,1187423.28,0.0359,881791.8
1504,820,29,1,102239.91,0.0231,78390.98
1505,821,34,2,29576.45,0.0041,21207.51
1506,822,34,2,29576.45,0.0073,21207.51
1507,823,20,4,575877.6,0.0209,442151.16
1508,823,34,1,29576.45,0.0128,21207.51
1509,824,19,1,1354046.38,0.0289,1110487.85
1510,824,36,2,94176.05,0.02,79768.64
1511,824,45,2,123594.09,0.0127,91072.42
1512,825,14,2,398520.48,0.0067,241485.7
1513,825,34,1,29576.45,0.0261,21207.51
1514,826,36,1,94176.05,0.0318,79768.64
1515,826,27,1,175446.16,0.0353,143447.23
1516,827,1,1,303474.01,0.0158,230232.02
1517,827,35,2,105924.32,0.0358,76373.38
1518,828,21,1,1187423.28,0.0048,881791.8
1519,829,5,2,193101.56,0.0031,112581.22
1520,830,34,3,29576.45,0.0388,21207.51
1521,830,22,1,941129.26,0.03,520217.78
1522,831,1,1,303474.01,0.0166,230232.02
1523,831,45,3,123594.09,0.0081,91072.42
1524,831,11,3,597554.26,0.0211,505348.73
1525,832,29,1,102239.91,0.0131,78390.98
1526,833,34,1,29576.45,0.0193,21207.51
1527,834,2,1,389998.01,0.0321,241268.15
1528,834,34,1,29576.45,0.0328,21207.51
1529,835,34,1,29576.45,0.0002,21207.51
1530,835,27,3,175446.16,0.0304,143447.23
1531,835,29,1,102239.91,0.0281,78390.98
1532,836,45,1,123594.09,0.021,91072.42
1533,837,41,4,134050.77,0.0358,87320.48
1534,838,2,1,389998.01,0.013,241268.15
1535,838,21,1,1187423.28,0.0192,881791.8
1536,839,29,1,102239.91,0.0174,78390.98
1537,840,44,3,80989.05,0.0226,57232.77
1538,840,36,2,94176.05,0.0055,79768.64
1539,840,21,1,1187423.28,0.036,881791.8
1540,840,41,2,134050.77,0.0076,87320.48
1541,841,21,3,1187423.28,0.0138,881791.8
1542,841,14,1,398520.48,0.0377,241485.7
1543,842,34,1,29576.45,0.0107,21207.51
1544,842,21,3,1187423.28,0.0338,881791.8
1545,843,29,1,102239.91,0.0179,78390.98
1546,844,21,1,1187423.28,0.0157,881791.8
1547,845,35,4,105924.32,0.0019,76373.38
1548,846,45,1,123594.09,0.0276,91072.42
1549,847,12,1,918711.15,0.0309,570787.21
1550,848,29,2,102239.91,0.004,78390.98
1551,848,34,1,29576.45,0.0293,21207.51
1552,848,5,1,193101.56,0.0179,112581.22
1553,848,35,4,105924.32,0.0328,76373.38
1554,849,29,3,102239.91,0.0248,78390.98
1555,849,2,2,389998.01,0.0144,241268.15
1556,849,36,4,94176.05,0.0112,79768.64
1557,850,21,1,1187423.28,0.0045,881791.8
1558,850,5,1,193101.56,0.0141,112581.22
1559,851,5,1,193101.56,0.0217,112581.22
1560,851,35,1,105924.32,0.0176,76373.38
1561,852,44,1,80989.05,0.0178,57232.77
1562,852,21,1,1187423.28,0.0345,881791.8
1563,852,1,2,303474.01,0.004,230232.02
1564,853,1,2,303474.01,0.0301,230232.02
1565,853,29,1,102239.91,0.0303,78390.98
1566,853,20,1,575877.6,0.0295,442151.16
1567,854,21,3,1187423.28,0.0182,881791.8
1568,854,20,3,575877.6,0.0041,442151.16
1569,854,27,1,175446.16,0.0219,143447.23
1570,855,34,1,29576.45,0.0189,21207.51
1571,855,29,1,102239.91,0.0241,78390.98
1572,856,2,2,389998.01,0.0151,241268.15
1573,856,27,4,175446.16,0.0265,143447.23
1574,856,21,2,1187423.28,0.0268,881791.8
1575,857,29,2,102239.91,0.0208,78390.98
1576,857,2,1,389998.01,0.0273,241268.15
1577,857,19,1,1354046.38,0.0252,1110487.85
1578,857,34,1,29576.45,0.0171,21207.51
1579,858,21,2,1187423.28,0.0305,881791.8
1580,858,9,1,185395.24,0.0098,117809.8
1581,859,34,1,29576.45,0.009,21207.51
1582,860,21,3,1187423.28,0.0157,881791.8
1583,860,5,1,193101.56,0.0282,112581.22
1584,860,35,4,105924.32,0.0365,76373.38
1585,861,21,1,1187423.28,0.002,881791.8
1586,862,43,2,129758.67,0.0123,81108.95
1587,862,5,3,193101.56,0.0181,112581.22
1588,863,36,1,94176.05,0.0044,79768.64
1589,863,35,1,105924.32,0.001,76373.38
1590,863,2,2,389998.01,0.0021,241268.15
1591,863,29,2,102239.91,0.0021,78390.98
1592,864,34,2,29576.45,0.038,21207.51
1593,865,27,4,175446.16,0.0251,143447.23
1594,866,21,2,1187423.28,0.0118,881791.8
1595,867,44,2,80989.05,0.0156,57232.77
1596,868,34,1,29576.45,0.0315,21207.51
1597,869,45,1,123594.09,0.0358,91072.42
1598,869,36,1,94176.05,0.0284,79768.64
1599,870,36,2,94176.05,0.0204,79768.64
1600,870,34,2,29576.45,0.0165,21207.51
1601,870,43,2,129758.67,0.0103,81108.95
1602,871,34,1,29576.45,0.0015,21207.51
1603,872,1,3,303474.01,0.001,230232.02
1604,872,31,1,368499.82,0.0184,243595.93
1605,873,2,1,389998.01,0.0023,241268.15
1606,873,44,1,80989.05,0.0327,57232.77
1607,874,34,1,29576.45,0.0265,21207.51
1608,875,29,1,102239.91,0.0214,78390.98
1609,876,5,1,193101.56,0.0195,112581.22
1610,876,27,1,175446.16,0.0359,143447.23
1611,876,19,1,1354046.38,0.0226,1110487.85
1612,876,34,2,29576.45,0.0395,21207.51
1613,877,31,1,368499.82,0.0165,243595.93
1614,877,29,1,102239.91,0.0241,78390.98
1615,878,11,2,597554.26,0.0167,505348.73
1616,878,29,2,102239.91,0.0366,78390.98
1617,879,27,2,175446.16,0.0255,143447.23
1618,879,36,1,94176.05,0.0073,79768.64
1619,879,41,1,134050.77,0.0194,87320.48
1620,880,34,1,29576.45,0.0258,21207.51
1621,881,19,1,1354046.38,0.0023,1110487.85
1622,881,1,1,303474.01,0.0061,230232.02
1623,882,44,1,80989.05,0.0117,57232.77
1624,882,45,1,123594.09,0.0254,91072.42
1625,882,2,2,389998.01,0.007,241268.15
1626,882,34,3,29576.45,0.032,21207.51
1627,883,21,1,1187423.28,0.0183,881791.8
1628,884,2,2,389998.01,0.0044,241268.15
1629,885,45,1,123594.09,0.0187,91072.42
1630,886,44,1,80989.05,0.0041,57232.77
1631,886,45,2,123594.09,0.007,91072.42
1632,886,2,1,389998.01,0.0171,241268.15
1633,887,21,1,1187423.28,0.0104,881791.8
1634,888,41,1,134050.77,0.0011,87320.48
1635,889,34,1,29576.45,0.0278,21207.51
1636,889,21,2,1187423.28,0.0112,881791.8
1637,889,27,2,175446.16,0.0333,143447.23
1638,889,1,1,303474.01,0.0397,230232.02
1639,890,34,1,29576.45,0.0312,21207.51
1640,891,35,2,105924.32,0.0342,76373.38
1641,892,1,1,303474.01,0.0388,230232.02
1642,892,5,1,193101.56,0.0087,112581.22
1643,892,29,1,102239.91,0.026,78390.98
1644,892,21,1,1187423.28,0.0227,881791.8
1645,893,1,1,303474.01,0.0381,230232.02
1646,894,34,1,29576.45,0.0303,21207.51
1647,894,11,1,597554.26,0.0326,505348.73
1648,895,34,1,29576.45,0.0038,21207.51
1649,896,29,2,102239.91,0.0154,78390.98
1650,897,21,1,1187423.28,0.0118,881791.8
1651,897,29,2,102239.91,0.025,78390.98
1652,897,34,2,29576.45,0.0257,21207.51
1653,898,29,2,102239.91,0.0157,78390.98
1654,899,29,3,102239.91,0.0144,78390.98
1655,899,21,2,1187423.28,0.0145,881791.8
1656,900,21,1,1187423.28,0.0239,881791.8
1657,901,27,1,175446.16,0.0328,143447.23
1658,902,27,1,175446.16,0.0325,143447.23
1659,903,21,1,1187423.28,0.0356,881791.8
1660,903,5,1,193101.56,0.0089,112581.22
1661,903,34,2,29576.45,0.0361,21207.51
1662,904,2,1,389998.01,0.0036,241268.15
1663,905,41,2,134050.77,0.0204,87320.48
1664,906,34,1,29576.45,0.0356,21207.51
1665,906,1,1,303474.01,0.0278,230232.02
1666,907,34,1,29576.45,0.0335,21207.51
1667,907,21,2,1187423.28,0.0006,881791.8
1668,907,44,1,80989.05,0.0242,57232.77
1669,908,44,1,80989.05,0.0093,57232.77
1670,908,36,2,94176.05,0.0107,79768.64
1671,909,29,1,102239.91,0.0269,78390.98
1672,910,44,1,80989.05,0.008,57232.77
1673,911,34,1,29576.45,0.0243,21207.51
1674,912,41,2,134050.77,0.019,87320.48
1675,912,5,1,193101.56,0.0384,112581.22
1676,913,41,2,134050.77,0.0365,87320.48
1677,914,34,1,29576.45,0.0126,21207.51
1678,914,19,1,1354046.38,0.0245,1110487.85
1679,915,45,2,123594.09,0.0004,91072.42
1680,915,34,2,29576.45,0.0295,21207.51
1681,916,41,1,134050.77,0.0255,87320.48
1682,917,1,1,303474.01,0.0035,230232.02
1683,917,29,2,102239.91,0.0062,78390.98
1684,918,34,2,29576.45,0.0245,21207.51
1685,919,1,1,303474.01,0.0228,230232.02
1686,919,34,2,29576.45,0.0387,21207.51
1687,920,34,1,29576.45,0.0023,21207.51
1688,921,14,1,398520.48,0.0044,241485.7
1689,921,34,1,29576.45,0.0071,21207.51
1690,922,2,4,389998.01,0.0273,241268.15
1691,923,35,1,105924.32,0.0004,76373.38
1692,924,35,1,105924.32,0.0398,76373.38
1693,924,21,2,1187423.28,0.0207,881791.8
1694,925,27,2,175446.16,0.0098,143447.23
1695,925,21,1,1187423.28,0.0222,881791.8
1696,925,20,1,575877.6,0.0072,442151.16
1697,926,41,1,134050.77,0.0004,87320.48
1698,927,19,2,1354046.38,0.0276,1110487.85
1699,927,21,1,1187423.28,0.0276,881791.8
1700,927,34,4,29576.45,0.0154,21207.51
1701,928,36,1,94176.05,0.0342,79768.64
1702,928,5,3,193101.56,0.0361,112581.22
1703,929,11,1,597554.26,0.0054,505348.73
1704,930,2,1,389998.01,0.0102,241268.15
1705,930,21,2,1187423.28,0.0108,881791.8
1706,931,34,1,29576.45,0.0147,21207.51
1707,931,29,2,102239.91,0.0242,78390.98
1708,931,1,1,303474.01,0.0339,230232.02
1709,932,34,3,29576.45,0.0347,21207.51
1710,932,35,1,105924.32,0.0364,76373.38
1711,933,21,4,1187423.28,0.034,881791.8
1712,933,11,2,597554.26,0.0188,505348.73
1713,933,35,1,105924.32,0.0364,76373.38
1714,934,1,1,303474.01,0.0136,230232.02
1715,934,36,2,94176.05,0.0191,79768.64
1716,935,35,1,105924.32,0.0298,76373.38
1717,936,41,1,134050.77,0.0307,87320.48
1718,937,1,1,303474.01,0.0039,230232.02
1719,937,2,1,389998.01,0.0297,241268.15
1720,937,36,1,94176.05,0.0149,79768.64
1721,938,27,3,175446.16,0.0182,143447.23
1722,938,21,1,1187423.28,0.0103,881791.8
1723,938,29,1,102239.91,0.0096,78390.98
1724,939,1,1,303474.01,0.0049,230232.02
1725,939,34,3,29576.45,0.0248,21207.51
1726,940,44,4,80989.05,0.0251,57232.77
1727,940,34,3,29576.45,0.0115,21207.51
1728,941,27,1,175446.16,0.0203,143447.23
1729,942,45,2,123594.09,0.0012,91072.42
1730,943,34,1,29576.45,0.0276,21207.51
1731,943,1,1,303474.01,0.0391,230232.02
1732,944,34,4,29576.45,0.0026,21207.51
1733,945,1,1,303474.01,0.0329,230232.02
1734,945,20,2,575877.6,0.032,442151.16
1735,946,29,2,102239.91,0.0086,78390.98
1736,947,9,1,185395.24,0.0192,117809.8
1737,948,1,1,303474.01,0.0045,230232.02
1738,948,29,2,102239.91,0.0394,78390.98
1739,949,14,2,398520.48,0.0224,241485.7
1740,949,29,2,102239.91,0.039,78390.98
1741,950,12,1,918711.15,0.0344,570787.21
1742,950,34,4,29576.45,0.0052,21207.51
1743,951,41,2,134050.77,0.0213,87320.48
1744,951,1,1,303474.01,0.0262,230232.02
1745,952,35,1,105924.32,0.0397,76373.38
1746,953,5,3,193101.56,0.0323,112581.22
1747,953,20,2,575877.6,0.0336,442151.16
1748,954,21,2,1187423.28,0.0236,881791.8
1749,955,5,1,193101.56,0.0111,112581.22
1750,955,1,1,303474.01,0.0241,230232.02
1751,956,35,4,105924.32,0.0091,76373.38
1752,956,45,1,123594.09,0.0014,91072.42
1753,956,44,1,80989.05,0.0334,57232.77
1754,956,21,3,1187423.28,0.0095,881791.8
1755,957,2,1,389998.01,0.014,241268.15
1756,958,1,2,303474.01,0.0314,230232.02
1757,958,29,1,102239.91,0.0103,78390.98
1758,958,36,1,94176.05,0.0004,79768.64
1759,959,14,2,398520.48,0.0307,241485.7
1760,959,5,1,193101.56,0.0305,112581.22
1761,959,21,1,1187423.28,0.0042,881791.8
1762,960,36,1,94176.05,0.0326,79768.64
1763,961,22,1,941129.26,0.009,520217.78
1764,961,34,1,29576.45,0.0049,21207.51
1765,962,21,2,1187423.28,0.0097,881791.8
1766,963,21,1,1187423.28,0.0129,881791.8
1767,963,26,1,128124.88,0.0284,79847.03
1768,963,35,1,105924.32,0.0003,76373.38
1769,964,35,1,105924.32,0.0375,76373.38
1770,964,21,1,1187423.28,0.0308,881791.8
1771,964,14,1,398520.48,0.0202,241485.7
1772,965,2,1,389998.01,0.0311,241268.15
1773,966,1,1,303474.01,0.0141,230232.02
1774,966,2,1,389998.01,0.0273,241268.15
1775,966,5,1,193101.56,0.0022,112581.22
1776,967,34,1,29576.45,0.0005,21207.51
1777,967,36,1,94176.05,0.028,79768.64
1778,968,34,3,29576.45,0.0125,21207.51
1779,969,34,2,29576.45,0.021,21207.51
1780,970,45,1,123594.09,0.0009,91072.42
1781,971,45,1,123594.09,0.0286,91072.42
1782,971,14,2,398520.48,0.0261,241485.7
1783,972,2,2,389998.01,0.0167,241268.15
1784,972,36,1,94176.05,0.0048,79768.64
1785,972,1,2,303474.01,0.0304,230232.02
1786,973,21,3,1187423.28,0.0236,881791.8
1787,974,29,1,102239.91,0.0153,78390.98
1788,974,34,2,29576.45,0.0036,21207.51
1789,975,35,4,105924.32,0.0287,76373.38
1790,975,29,1,102239.91,0.0213,78390.98
1791,976,36,4,94176.05,0.0371,79768.64
1792,977,1,1,303474.01,0.0083,230232.02
1793,977,36,1,94176.05,0.0208,79768.64
1794,978,29,2,102239.91,0.0218,78390.98
1795,979,5,2,193101.56,0.0076,112581.22
1796,980,45,1,123594.09,0.0135,91072.42
1797,980,44,1,80989.05,0.0395,57232.77
1798,980,36,2,94176.05,0.0169,79768.64
1799,981,43,2,129758.67,0.0113,81108.95
1800,982,21,4,1187423.28,0.0294,881791.8
1801,982,11,4,597554.26,0.0042,505348.73
1802,982,5,1,193101.56,0.0101,112581.22
1803,982,41,1,134050.77,0.0389,87320.48
1804,983,36,3,94176.05,0.0307,79768.64
1805,984,45,1,123594.09,0.0002,91072.42
1806,985,36,1,94176.05,0.0183,79768.64
1807,986,34,2,29576.45,0.0151,21207.51
1808,986,2,1,389998.01,0.032,241268.15
1809,987,5,1,193101.56,0.0306,112581.22
1810,988,21,3,1187423.28,0.0055,881791.8
1811,988,34,1,29576.45,0.0037,21207.51
1812,988,2,4,389998.01,0.0086,241268.15
1813,988,44,1,80989.05,0.0356,57232.77
1814,989,34,2,29576.45,0.0048,21207.51
1815,989,20,1,575877.6,0.0327,442151.16
1816,989,41,1,134050.77,0.0053,87320.48
1817,989,31,1,368499.82,0.0346,243595.93
1818,990,34,2,29576.45,0.0149,21207.51
1819,990,21,1,1187423.28,0.0391,881791.8
1820,991,21,2,1187423.28,0.0069,881791.8
1821,992,1,2,303474.01,0.0338,230232.02
1822,993,29,1,102239.91,0.0096,78390.98
1823,993,35,3,105924.32,0.0115,76373.38
1824,994,45,1,123594.09,0.0376,91072.42
1825,994,41,3,134050.77,0.0017,87320.48
1826,994,1,2,303474.01,0.0068,230232.02
1827,995,45,1,123594.09,0.0231,91072.42
1828,996,2,1,389998.01,0.0068,241268.15
1829,997,1,1,303474.01,0.0207,230232.02
1830,998,34,2,29576.45,0.0359,21207.51
1831,998,43,1,129758.67,0.0003,81108.95
1832,999,44,2,80989.05,0.0209,57232.77
1833,999,36,2,94176.05,0.0129,79768.64
1834,1000,5,2,193101.56,0.0098,112581.22
1835,1001,2,1,389998.01,0.0191,241268.15
1836,1001,1,1,303474.01,0.0012,230232.02
1837,1002,29,2,102239.91,0.017,78390.98
1838,1002,27,1,175446.16,0.0032,143447.23
1839,1002,2,2,389998.01,0.0127,241268.15
1840,1002,34,1,29576.45,0.0152,21207.51
1841,1003,34,2,29576.45,0.0258,21207.51
1842,1003,21,3,1187423.28,0.0088,881791.8
1843,1004,20,1,575877.6,0.0219,442151.16
1844,1004,34,1,29576.45,0.0086,21207.51
1845,1005,34,2,29576.45,0.0059,21207.51
1846,1006,14,3,398520.48,0.0202,241485.7
1847,1007,1,2,303474.01,0.0082,230232.02
1848,1007,44,1,80989.05,0.0303,57232.77
1849,1008,34,1,29576.45,0.0129,21207.51
1850,1008,5,1,193101.56,0.0332,112581.22
1851,1008,29,1,102239.91,0.037,78390.98
1852,1009,29,2,102239.91,0.0267,78390.98
1853,1009,2,1,389998.01,0.0027,241268.15
1854,1009,5,1,193101.56,0.0145,112581.22
1855,1009,45,1,123594.09,0.0275,91072.42
1856,1010,29,2,102239.91,0.0159,78390.98
1857,1010,5,1,193101.56,0.0185,112581.22
1858,1011,35,2,105924.32,0.0082,76373.38
1859,1011,27,1,175446.16,0.0371,143447.23
1860,1011,34,1,29576.45,0.0102,21207.51
1861,1011,19,1,1354046.38,0.0228,1110487.85
1862,1012,1,1,303474.01,0.0252,230232.02
1863,1013,5,2,193101.56,0.0203,112581.22
1864,1014,45,1,123594.09,0.0256,91072.42
1865,1014,34,1,29576.45,0.0164,21207.51
1866,1015,34,2,29576.45,0.0006,21207.51
1867,1015,1,1,303474.01,0.0095,230232.02
1868,1016,35,1,105924.32,0.0303,76373.38
1869,1016,27,2,175446.16,0.0341,143447.23
1870,1017,29,1,102239.91,0.0332,78390.98
1871,1018,21,1,1187423.28,0.0078,881791.8
1872,1019,29,1,102239.91,0.0085,78390.98
1873,1019,1,2,303474.01,0.0098,230232.02
1874,1019,35,3,105924.32,0.0147,76373.38
1875,1020,2,1,389998.01,0.0323,241268.15
1876,1020,1,3,303474.01,0.0315,230232.02
