order_id,customer_id,order_date,channel,status
1237,4,2024-09-15,physical,delivered
1238,14,2024-08-11,physical,delivered
1239,28,2024-10-28,online,delivered
1240,29,2024-10-04,online,delivered
1241,7,2024-10-26,online,delivered
1242,1,2024-12-09,physical,delivered
1243,2,2024-11-02,physical,delivered
1244,1,2024-09-28,physical,delivered
1245,4,2024-05-17,physical,delivered
1246,17,2024-10-25,physical,delivered
1247,28,2024-09-27,physical,cancelled
1248,16,2024-09-21,physical,delivered
1249,20,2024-12-11,physical,cancelled
1250,4,2024-04-29,online,delivered
1251,24,2024-12-08,online,delivered
1252,20,2024-11-29,online,delivered
1253,28,2024-11-08,online,delivered
1254,28,2024-09-07,physical,delivered
1255,10,2024-09-15,physical,delivered
1256,2,2024-12-06,online,delivered
1257,4,2024-10-22,online,delivered
1258,12,2024-09-24,physical,delivered
1259,28,2024-12-22,online,delivered
1260,11,2024-11-21,online,delivered
1261,24,2024-05-19,online,delivered
1262,16,2024-12-20,online,delivered
1263,4,2024-06-01,online,delivered
1264,8,2024-08-16,online,delivered
1265,21,2024-10-16,online,delivered
1266,21,2024-06-28,online,delivered
1267,12,2024-07-21,online,delivered
1268,5,2024-07-29,physical,delivered
1269,23,2024-12-23,online,delivered
1270,2,2024-10-27,online,delivered
1271,28,2024-08-16,physical,delivered
1272,4,2024-10-03,online,delivered
1273,2,2024-10-16,online,delivered
1274,13,2024-09-05,online,delivered
1275,14,2024-12-21,online,delivered
1276,13,2024-10-16,physical,delivered
1277,12,2024-10-25,online,delivered
1278,30,2024-07-23,physical,delivered
1279,12,2024-07-24,physical,delivered
1280,12,2024-07-07,online,delivered
1281,12,2024-06-29,physical,delivered
1282,1,2024-11-04,physical,delivered
1283,19,2024-09-26,physical,delivered
1284,5,2024-11-13,physical,delivered
1285,21,2024-10-23,online,delivered
1286,1,2024-11-23,online,delivered
1287,29,2024-11-22,physical,delivered
1288,12,2024-07-02,online,delivered
1289,28,2024-07-26,online,delivered
1290,12,2024-10-05,online,delivered
1291,1,2024-09-19,physical,delivered
1292,26,2024-11-28,online,delivered
1293,21,2024-09-29,online,delivered
1294,24,2024-12-08,online,delivered
1295,12,2024-12-21,online,delivered
1296,21,2024-08-13,online,delivered
1297,28,2024-07-26,online,delivered
1298,20,2024-12-21,online,delivered
1299,10,2024-12-26,online,delivered
1300,21,2024-06-11,physical,delivered
1301,21,2024-05-22,online,delivered
1302,28,2024-09-24,online,delivered
1303,10,2024-12-09,online,delivered
1304,12,2024-06-25,online,delivered
1305,25,2024-05-24,online,delivered
1306,13,2024-10-05,physical,delivered
1307,23,2024-08-21,physical,delivered
1308,12,2024-09-30,online,delivered
1309,4,2024-05-28,online,delivered
1310,23,2024-08-23,online,delivered
1311,2,2024-11-14,online,delivered
1312,4,2024-12-26,online,delivered
1313,20,2024-11-19,physical,delivered
1314,23,2024-09-28,online,delivered
1315,28,2024-10-10,physical,delivered
1316,7,2024-05-20,online,delivered
1317,2,2024-10-21,online,delivered
1318,28,2024-08-19,online,delivered
1319,2,2024-11-02,online,delivered
1320,4,2024-11-27,physical,delivered
1321,7,2024-08-31,physical,delivered
1322,15,2024-06-14,physical,delivered
1323,28,2024-07-26,online,delivered
1324,23,2024-11-21,physical,delivered
1325,22,2024-11-20,physical,delivered
1326,3,2024-11-24,online,delivered
1327,10,2024-12-15,online,delivered
1328,12,2024-07-10,physical,delivered
1329,2,2024-12-01,online,delivered
1330,7,2024-10-05,online,delivered
1331,8,2024-06-02,online,delivered
1332,2,2024-12-10,physical,cancelled
1333,17,2024-12-13,physical,delivered
1334,22,2024-11-05,online,delivered
1335,1,2024-10-08,online,delivered
1336,12,2024-10-13,online,delivered
1337,24,2024-10-23,online,delivered
1338,23,2024-07-30,online,delivered
1339,26,2024-09-07,online,delivered
1340,12,2024-07-05,online,delivered
1341,26,2024-09-10,physical,delivered
1342,7,2024-10-06,online,delivered
1343,10,2024-12-23,online,delivered
1344,4,2024-07-06,online,delivered
1345,12,2024-08-24,online,delivered
1346,11,2024-12-13,physical,delivered
1347,7,2024-09-27,physical,delivered
1348,23,2024-11-24,online,delivered
1349,8,2024-04-09,physical,delivered
1350,7,2024-08-11,physical,delivered
1351,2,2024-12-13,online,delivered
1352,12,2024-09-24,physical,delivered
1353,8,2024-12-03,physical,delivered
1354,10,2024-10-31,physical,delivered
1355,7,2024-08-05,online,delivered
1356,24,2024-06-22,online,delivered
1357,28,2024-12-05,online,delivered
1358,13,2024-11-30,online,delivered
1359,21,2024-12-24,physical,delivered
1360,28,2024-09-18,physical,delivered
1361,30,2024-05-18,physical,delivered
1362,20,2024-12-12,physical,delivered
1363,28,2024-07-16,online,delivered
1364,28,2024-11-12,online,delivered
1365,24,2024-04-11,physical,delivered
1366,12,2024-08-04,physical,delivered
1367,1,2024-11-29,online,delivered
1368,1,2024-11-24,online,delivered
1369,12,2024-12-09,online,delivered
1370,13,2024-09-25,physical,delivered
1371,11,2024-11-02,online,delivered
1372,17,2024-11-20,physical,delivered
1373,17,2024-12-15,online,delivered
1374,28,2024-07-29,online,delivered
1375,2,2024-11-13,physical,delivered
1376,4,2024-12-29,online,delivered
1377,24,2024-07-21,online,delivered
1378,28,2024-11-21,physical,delivered
1379,30,2024-12-23,online,delivered
1380,28,2024-09-07,online,delivered
1381,28,2024-09-17,physical,delivered
1382,8,2024-05-18,online,delivered
1383,11,2024-12-04,online,delivered
1384,7,2024-08-17,online,delivered
1385,20,2024-12-22,online,delivered
1386,28,2024-07-22,physical,delivered
1387,10,2024-11-03,online,delivered
1388,17,2024-11-10,online,delivered
1389,8,2024-09-26,online,delivered
1390,2,2024-10-25,physical,delivered
1391,4,2024-07-07,online,delivered
1392,1,2024-12-01,physical,delivered
1393,28,2024-08-19,online,delivered
1394,11,2024-10-21,online,delivered
1395,28,2024-07-20,physical,cancelled
1396,21,2024-04-21,physical,delivered
1397,4,2024-07-16,online,delivered
1398,3,2024-08-27,online,delivered
1399,25,2024-11-30,online,delivered
1400,7,2024-07-11,online,delivered
1401,59,2025-09-07,physical,delivered
1402,8,2025-12-03,physical,delivered
1403,40,2025-06-15,online,delivered
1404,52,2025-12-30,online,delivered
1405,13,2025-05-08,online,delivered
1406,19,2025-12-29,physical,delivered
1407,61,2025-11-15,online,delivered
1408,17,2025-03-15,physical,delivered
1409,28,2025-10-24,online,delivered
1410,28,2025-03-03,online,delivered
1411,16,2025-07-13,physical,delivered
1412,49,2025-11-10,physical,delivered
1413,48,2025-12-14,online,delivered
1414,26,2025-07-13,online,delivered
1415,52,2025-12-27,online,delivered
1416,12,2025-07-13,online,delivered
1417,1,2025-01-10,physical,cancelled
1418,37,2025-12-25,online,delivered
1419,64,2025-09-17,physical,delivered
1420,1,2025-07-16,online,delivered
1421,12,2025-06-27,online,delivered
1422,33,2025-06-07,online,delivered
1423,52,2025-12-27,online,delivered
1424,4,2025-08-15,online,delivered
1425,28,2025-05-18,online,delivered
1426,46,2025-04-26,physical,cancelled
1427,25,2025-01-20,online,delivered
1428,11,2025-04-20,physical,delivered
1429,12,2025-07-12,physical,delivered
1430,28,2025-08-21,physical,delivered
1431,31,2025-11-05,online,delivered
1432,53,2025-11-27,online,delivered
1433,39,2025-09-30,online,delivered
1434,41,2025-12-12,online,delivered
1435,63,2025-03-26,physical,delivered
1436,28,2025-11-26,online,delivered
1437,28,2025-02-11,online,delivered
1438,59,2025-10-12,physical,delivered
1439,15,2025-02-22,physical,cancelled
1440,44,2025-05-23,online,delivered
1441,47,2025-10-11,online,delivered
1442,4,2025-05-23,online,delivered
1443,31,2025-12-17,online,delivered
1444,12,2025-06-06,physical,delivered
1445,11,2025-05-23,physical,delivered
1446,31,2025-03-13,online,delivered
1447,20,2025-06-05,online,delivered
1448,51,2025-12-26,physical,delivered
1449,59,2025-11-08,online,delivered
1450,51,2025-12-29,online,delivered
1451,18,2025-03-17,online,cancelled
1452,19,2025-05-21,online,delivered
1453,17,2025-08-03,online,delivered
1454,7,2025-04-23,physical,delivered
1455,60,2025-12-24,physical,delivered
1456,28,2025-05-31,physical,delivered
1457,12,2025-07-15,online,cancelled
1458,53,2025-11-19,online,delivered
1459,28,2025-10-24,online,delivered
1460,1,2025-08-02,online,delivered
1461,10,2025-04-19,physical,delivered
1462,39,2025-07-28,physical,delivered
1463,50,2025-10-16,online,delivered
1464,12,2025-02-07,physical,delivered
1465,59,2025-10-05,online,cancelled
1466,53,2025-10-20,online,delivered
1467,53,2025-10-07,online,delivered
1468,13,2025-08-05,physical,delivered
1469,2,2025-05-22,physical,delivered
1470,53,2025-07-24,physical,delivered
1471,21,2025-03-19,online,delivered
1472,39,2025-12-26,online,delivered
1473,47,2025-06-06,online,cancelled
1474,7,2025-07-14,online,delivered
1475,50,2025-09-29,online,delivered
1476,59,2025-07-29,online,delivered
1477,44,2025-02-25,physical,delivered
1478,28,2025-02-23,online,delivered
1479,54,2025-09-05,physical,delivered
1480,33,2025-09-05,online,delivered
1481,46,2025-10-26,online,delivered
1482,52,2025-12-28,physical,delivered
1483,47,2025-02-28,online,delivered
1484,20,2025-08-24,online,delivered
1485,7,2025-12-13,online,delivered
1486,14,2025-07-20,online,delivered
1487,32,2025-04-03,online,delivered
1488,32,2025-06-15,online,delivered
1489,37,2025-12-27,online,delivered
1490,28,2025-03-05,online,delivered
1491,51,2025-12-28,online,delivered
1492,59,2025-11-17,online,delivered
1493,15,2025-10-15,online,delivered
1494,44,2025-06-06,online,delivered
1495,40,2025-11-30,physical,delivered
1496,33,2025-07-14,physical,delivered
1497,11,2025-07-17,online,delivered
1498,51,2025-12-29,online,delivered
1499,61,2025-12-28,online,delivered
1500,44,2025-08-19,online,delivered
1501,59,2025-12-05,online,delivered
1502,64,2025-10-20,online,delivered
1503,23,2025-04-27,online,delivered
1504,39,2025-12-13,physical,delivered
1505,31,2025-03-02,online,delivered
1506,64,2025-09-12,online,delivered
1507,4,2025-05-09,online,delivered
1508,28,2025-09-19,physical,delivered
1509,54,2025-06-10,online,delivered
1510,20,2025-06-11,physical,delivered
1511,51,2025-12-29,physical,delivered
1512,27,2025-04-30,online,delivered
1513,62,2025-06-07,online,delivered
1514,54,2025-12-16,online,delivered
1515,21,2025-07-04,physical,delivered
1516,48,2025-09-27,online,delivered
1517,23,2025-09-12,online,delivered
1518,39,2025-09-08,online,cancelled
1519,40,2025-05-03,physical,delivered
1520,52,2025-12-29,online,delivered
1521,1,2025-07-06,physical,delivered
1522,12,2025-03-08,online,delivered
1523,44,2025-09-01,online,delivered
1524,36,2025-12-13,online,delivered
1525,32,2025-11-15,online,delivered
1526,2,2025-08-29,physical,delivered
1527,23,2025-10-28,online,delivered
1528,53,2025-10-23,physical,delivered
1529,1,2025-02-27,physical,delivered
1530,28,2025-11-16,online,delivered
1531,60,2025-12-26,online,delivered
1532,2,2025-01-13,physical,delivered
1533,47,2025-08-12,online,delivered
1534,17,2025-09-30,online,cancelled
1535,53,2025-07-10,online,delivered
1536,46,2025-06-21,online,delivered
1537,54,2025-05-06,physical,delivered
1538,12,2025-06-21,online,delivered
1539,33,2025-07-05,online,delivered
1540,50,2025-12-12,online,delivered
1541,15,2025-02-28,online,delivered
1542,13,2025-06-10,online,delivered
1543,1,2025-09-26,online,delivered
1544,60,2025-12-26,online,delivered
1545,44,2025-07-19,physical,delivered
1546,39,2025-12-23,online,delivered
1547,45,2025-12-09,online,delivered
1548,33,2025-09-05,online,delivered
1549,31,2025-12-06,physical,delivered
1550,28,2025-10-10,online,delivered
1551,39,2025-07-06,online,delivered
1552,12,2025-10-02,online,delivered
1553,55,2025-06-11,online,delivered
1554,52,2025-12-29,online,delivered
1555,23,2025-03-22,online,delivered
1556,37,2025-12-30,online,delivered
1557,8,2025-05-07,online,cancelled
1558,61,2025-12-17,physical,delivered
1559,58,2025-10-28,online,delivered
1560,59,2025-10-02,physical,delivered
1561,22,2025-05-02,physical,delivered
1562,10,2025-03-09,online,delivered
1563,12,2025-06-28,online,delivered
1564,4,2025-12-21,online,delivered
1565,7,2025-07-27,online,delivered
1566,2,2025-05-13,physical,cancelled
1567,64,2025-10-17,online,delivered
1568,2,2025-05-18,physical,delivered
1569,7,2025-09-20,online,delivered
1570,52,2025-12-30,online,delivered
1571,37,2025-12-27,online,delivered
1572,49,2025-11-29,physical,delivered
1573,39,2025-12-17,online,delivered
1574,54,2025-07-12,physical,delivered
1575,39,2025-09-15,online,delivered
1576,33,2025-06-22,physical,delivered
1577,44,2025-09-14,physical,delivered
1578,28,2025-04-26,online,delivered
1579,23,2025-03-29,online,delivered
1580,31,2025-06-19,online,delivered
1581,10,2025-10-27,online,delivered
1582,51,2025-12-27,online,delivered
1583,17,2025-10-01,online,delivered
1584,8,2025-03-22,online,delivered
1585,15,2025-09-26,online,cancelled
1586,53,2025-12-04,online,delivered
1587,22,2025-05-04,online,delivered
1588,41,2025-12-01,online,delivered
1589,53,2025-10-11,online,delivered
1590,2,2025-08-06,online,delivered
1591,47,2025-12-30,online,delivered
1592,21,2025-12-29,physical,delivered
1593,12,2025-11-05,online,cancelled
1594,41,2025-10-22,online,delivered
1595,59,2025-09-14,physical,delivered
1596,21,2025-02-17,online,delivered
1597,36,2025-12-02,online,delivered
1598,20,2025-09-20,online,delivered
1599,34,2025-07-30,online,delivered
1600,39,2025-11-06,online,delivered
1601,39,2025-11-12,online,delivered
1602,39,2025-10-24,physical,delivered
1603,7,2025-10-28,physical,delivered
1604,41,2025-09-27,online,delivered
1605,40,2025-08-04,online,delivered
1606,40,2025-04-30,physical,delivered
1607,2,2025-04-22,online,delivered
1608,28,2025-10-05,online,delivered
1609,28,2025-01-31,online,delivered
1610,4,2025-05-15,online,delivered
1611,12,2025-12-25,online,delivered
1612,28,2025-06-21,online,delivered
1613,45,2025-12-26,online,delivered
1614,14,2025-04-10,online,delivered
1615,52,2025-12-30,online,delivered
1616,34,2025-07-06,online,delivered
1617,47,2025-03-26,physical,delivered
1618,31,2025-05-13,online,delivered
1619,32,2025-12-26,online,delivered
1620,39,2025-09-25,online,delivered
1621,59,2025-11-07,physical,delivered
1622,32,2025-11-05,online,delivered
1623,33,2025-06-19,physical,delivered
1624,37,2025-12-25,online,delivered
1625,44,2025-03-24,online,delivered
1626,2,2025-08-28,online,delivered
1627,33,2025-12-18,online,delivered
1628,32,2025-09-23,physical,delivered
1629,59,2025-09-05,physical,delivered
1630,32,2025-05-13,online,delivered
1631,31,2025-03-15,physical,delivered
1632,61,2025-12-28,online,delivered
1633,28,2025-03-29,physical,delivered
1634,11,2025-09-05,online,delivered
1635,12,2025-04-01,physical,delivered
1636,4,2025-01-21,online,delivered
1637,1,2025-02-08,online,delivered
1638,28,2025-06-10,online,delivered
1639,47,2025-05-10,online,delivered
1640,44,2025-11-15,online,delivered
1641,1,2025-07-03,online,delivered
1642,36,2025-09-01,physical,delivered
1643,8,2025-09-22,online,delivered
1644,60,2025-12-25,online,delivered
1645,10,2025-01-03,online,delivered
1646,39,2025-08-12,physical,delivered
1647,22,2025-06-08,physical,delivered
1648,39,2025-12-13,online,delivered
1649,28,2025-07-05,online,delivered
1650,47,2025-09-11,online,delivered
1651,13,2025-03-19,physical,delivered
1652,59,2025-12-14,online,delivered
1653,32,2025-05-30,online,delivered
1654,47,2025-05-06,online,delivered
1655,53,2025-09-16,online,delivered
1656,64,2025-11-05,online,delivered
1657,12,2025-01-23,online,delivered
1658,20,2025-12-19,online,delivered
1659,16,2025-10-26,physical,delivered
1660,17,2025-02-04,online,delivered
1661,37,2025-12-30,online,delivered
1662,64,2025-08-17,online,delivered
1663,64,2025-10-14,online,delivered
1664,33,2025-12-17,physical,delivered
1665,39,2025-06-26,online,delivered
1666,53,2025-08-04,online,delivered
1667,59,2025-10-10,online,delivered
1668,12,2025-12-09,online,delivered
1669,33,2025-05-13,physical,delivered
1670,52,2025-12-26,online,delivered
1671,21,2025-11-21,online,delivered
1672,28,2025-06-04,physical,delivered
1673,64,2025-12-03,online,delivered
1674,64,2025-10-07,online,delivered
1675,59,2025-08-26,online,delivered
1676,51,2025-12-30,physical,delivered
1677,18,2025-12-05,online,delivered
1678,22,2025-12-26,online,delivered
1679,34,2025-04-23,online,delivered
1680,36,2025-08-20,online,delivered
1681,32,2025-02-11,physical,delivered
1682,39,2025-10-05,online,delivered
1683,28,2025-08-09,physical,delivered
1684,47,2025-08-24,physical,delivered
1685,22,2025-02-11,physical,delivered
1686,22,2025-12-27,physical,delivered
1687,7,2025-05-11,online,delivered
1688,11,2025-04-21,online,delivered
1689,53,2025-11-21,online,delivered
1690,28,2025-09-07,online,delivered
1691,13,2025-07-30,physical,delivered
1692,47,2025-07-24,online,delivered
1693,34,2025-07-11,online,delivered
1694,1,2025-12-12,physical,delivered
1695,22,2025-02-22,online,delivered
1696,11,2025-11-27,online,delivered
1697,40,2025-10-26,online,delivered
1698,19,2025-07-01,online,delivered
1699,2,2025-04-16,online,delivered
1700,2,2025-03-16,physical,delivered
1701,37,2025-12-25,online,delivered
1702,1,2025-05-09,physical,delivered
1703,53,2025-07-31,physical,delivered
1704,8,2025-10-11,online,delivered
1705,39,2025-12-07,online,delivered
1706,28,2025-09-09,online,delivered
1707,28,2025-04-10,online,delivered
1708,2,2025-10-07,physical,delivered
1709,51,2025-12-27,online,delivered
1710,57,2025-04-19,online,delivered
1711,1,2025-10-14,online,delivered
1712,11,2025-05-11,online,delivered
1713,58,2025-12-18,online,delivered
1714,34,2025-04-25,online,delivered
1715,8,2025-08-09,physical,delivered
1716,12,2025-09-19,online,delivered
1717,40,2025-06-28,online,delivered
1718,44,2025-04-19,online,delivered
1719,37,2025-12-28,online,delivered
1720,60,2025-12-29,online,delivered
1721,32,2025-08-27,online,delivered
1722,21,2025-05-08,online,delivered
1723,31,2025-03-29,online,delivered
1724,24,2025-06-05,online,delivered
1725,12,2025-09-17,online,delivered
1726,2,2025-02-07,online,delivered
1727,23,2025-03-13,online,delivered
1728,44,2025-04-05,physical,delivered
1729,1,2025-07-05,physical,delivered
1730,28,2025-05-06,online,delivered
1731,39,2025-09-16,online,delivered
1732,39,2025-06-14,online,delivered
1733,49,2025-09-22,online,delivered
1734,52,2025-12-28,online,delivered
1735,44,2025-05-12,online,delivered
1736,4,2025-06-23,online,delivered
1737,31,2025-12-13,online,delivered
1738,37,2025-12-27,online,delivered
1739,15,2025-05-09,online,delivered
1740,2,2025-04-28,online,delivered
1741,12,2025-08-15,online,cancelled
1742,29,2025-10-08,physical,delivered
1743,28,2025-08-11,online,delivered
1744,11,2025-01-05,online,delivered
1745,52,2025-12-27,physical,delivered
1746,59,2025-11-24,physical,delivered
1747,12,2025-05-20,physical,delivered
1748,59,2025-12-02,physical,delivered
1749,1,2025-04-02,online,delivered
1750,59,2025-08-02,online,delivered
1751,60,2025-12-25,online,delivered
1752,1,2025-06-30,online,delivered
1753,47,2025-05-01,online,delivered
1754,61,2025-10-17,online,delivered
1755,59,2025-10-07,online,delivered
1756,61,2025-12-22,physical,delivered
1757,34,2025-12-25,online,delivered
1758,2,2025-12-14,online,cancelled
1759,53,2025-09-26,online,delivered
1760,39,2025-07-27,online,delivered
1761,39,2025-10-04,physical,delivered
1762,28,2025-05-23,online,delivered
1763,37,2025-12-26,physical,delivered
1764,8,2025-03-27,physical,delivered
1765,45,2025-06-06,online,delivered
1766,2,2025-07-05,online,delivered
1767,44,2025-04-10,online,delivered
1768,53,2025-11-21,online,delivered
1769,31,2025-12-11,online,delivered
1770,33,2025-10-27,physical,delivered
1771,21,2025-05-26,online,delivered
1772,61,2025-12-05,online,delivered
1773,44,2025-11-09,online,cancelled
1774,24,2025-08-02,online,delivered
1775,11,2025-12-21,online,delivered
1776,12,2025-07-02,online,delivered
1777,31,2025-12-15,online,delivered
1778,60,2025-12-30,online,delivered
1779,44,2025-12-18,physical,delivered
1780,12,2025-09-15,online,delivered
1781,53,2025-08-21,physical,delivered
1782,26,2025-10-23,online,delivered
1783,53,2025-09-02,online,delivered
1784,14,2025-09-22,online,delivered
1785,39,2025-07-13,physical,delivered
1786,59,2025-10-31,physical,delivered
1787,17,2025-06-23,online,delivered
1788,41,2025-12-10,online,delivered
1789,64,2025-11-16,online,delivered
1790,8,2025-05-21,online,delivered
1791,4,2025-01-31,online,delivered
1792,40,2025-11-19,physical,delivered
1793,23,2025-02-13,physical,delivered
1794,2,2025-01-24,online,delivered
1795,31,2025-09-24,physical,delivered
1796,47,2025-12-18,online,delivered
1797,20,2025-07-16,physical,delivered
1798,23,2025-03-20,online,delivered
1799,53,2025-12-23,online,delivered
1800,33,2025-05-03,online,delivered
1801,53,2025-07-31,online,delivered
1802,28,2025-05-08,online,delivered
1803,60,2025-12-30,physical,delivered
1804,40,2025-10-02,online,delivered
1805,7,2025-02-15,online,delivered
1806,54,2025-07-17,online,delivered
1807,32,2025-11-13,online,delivered
1808,8,2025-08-15,online,delivered
1809,8,2025-07-09,online,delivered
1810,41,2025-09-16,physical,delivered
1811,2,2025-12-16,online,delivered
1812,20,2025-07-18,online,delivered
1813,8,2025-06-23,online,delivered
1814,28,2025-11-11,online,delivered
1815,28,2025-01-22,physical,delivered
1816,33,2025-08-29,online,cancelled
1817,20,2025-02-21,physical,delivered
1818,1,2025-07-19,physical,delivered
1819,39,2025-11-20,physical,delivered
1820,25,2025-06-27,online,delivered
1821,40,2025-11-19,physical,delivered
1822,7,2025-01-23,online,delivered
1823,1,2025-08-06,online,delivered
1824,16,2025-06-29,physical,delivered
1825,29,2025-09-19,online,cancelled
1826,28,2025-11-10,online,delivered
1827,52,2025-12-27,physical,delivered
1828,26,2025-10-08,physical,delivered
1829,33,2025-03-14,physical,delivered
1830,37,2025-12-28,online,delivered
1831,1,2025-04-09,online,delivered
1832,33,2025-03-07,online,delivered
1833,23,2025-10-17,online,delivered
1834,28,2025-03-26,physical,delivered
1835,4,2025-08-13,online,delivered
1836,50,2025-10-06,physical,delivered
1837,60,2025-12-24,online,delivered
1838,1,2025-06-14,online,cancelled
1839,37,2025-12-28,online,delivered
1840,47,2025-10-01,online,delivered
1841,20,2025-01-25,physical,delivered
1842,51,2025-12-29,online,delivered
1843,39,2025-07-05,physical,delivered
1844,59,2025-08-03,physical,delivered
1845,62,2025-11-27,online,delivered
1846,2,2025-01-13,online,delivered
1847,28,2025-04-22,physical,delivered
1848,34,2025-06-08,online,delivered
1849,8,2025-03-11,physical,delivered
1850,23,2025-10-26,online,delivered
1851,64,2025-07-29,online,delivered
1852,1,2025-10-25,physical,delivered
1853,29,2025-09-07,physical,delivered
1854,53,2025-11-08,physical,delivered
1855,22,2025-05-26,physical,delivered
1856,31,2025-07-22,physical,delivered
1857,61,2025-12-12,online,delivered
1858,31,2025-07-20,physical,delivered
1859,7,2025-05-26,online,delivered
1860,2,2025-02-01,online,delivered
1861,60,2025-12-30,online,delivered
1862,18,2025-02-21,physical,delivered
1863,32,2025-10-19,online,cancelled
1864,4,2025-12-01,online,delivered
1865,28,2025-05-16,physical,cancelled
1866,59,2025-08-13,physical,delivered
1867,32,2025-04-18,online,delivered
1868,61,2025-12-29,physical,delivered
1869,17,2025-06-02,online,delivered
1870,32,2025-09-01,physical,delivered
1871,53,2025-07-17,online,delivered
1872,28,2025-10-10,online,cancelled
1873,20,2025-03-28,online,delivered
1874,53,2025-05-30,physical,delivered
1875,28,2025-10-21,online,delivered
1876,33,2025-03-14,online,delivered
1877,61,2025-11-12,online,delivered
1878,11,2025-06-29,physical,delivered
1879,21,2025-09-19,online,delivered
1880,1,2025-10-07,online,delivered
1881,28,2025-07-31,online,delivered
1882,12,2025-06-14,online,delivered
1883,40,2025-11-06,online,delivered
1884,11,2025-05-28,online,delivered
1885,40,2025-07-12,online,delivered
1886,17,2025-04-07,online,delivered
1887,24,2025-06-28,online,delivered
1888,23,2025-05-15,online,delivered
1889,44,2025-04-11,physical,delivered
1890,31,2025-06-11,online,delivered
1891,24,2025-03-15,online,delivered
1892,53,2025-07-11,online,delivered
1893,37,2025-12-24,physical,delivered
1894,12,2025-11-11,online,cancelled
1895,58,2025-11-23,online,delivered
1896,23,2025-06-12,online,delivered
1897,1,2025-08-27,online,delivered
1898,32,2025-12-02,online,delivered
1899,7,2025-12-30,online,delivered
1900,14,2025-12-10,online,delivered
1901,46,2025-04-14,online,delivered
1902,7,2025-04-04,online,delivered
1903,52,2025-12-27,online,delivered
1904,59,2025-08-03,online,delivered
1905,39,2025-07-21,online,delivered
1906,44,2025-09-28,physical,delivered
1907,44,2025-02-23,online,delivered
1908,64,2025-09-27,online,delivered
1909,23,2025-08-21,online,delivered
1910,10,2025-09-18,physical,delivered
1911,33,2025-12-04,online,delivered
1912,33,2025-03-24,physical,delivered
1913,11,2025-04-06,physical,delivered
1914,39,2025-06-29,online,cancelled
1915,1,2025-06-06,online,delivered
1916,59,2025-10-14,physical,delivered
1917,17,2025-04-02,physical,delivered
1918,1,2025-07-29,physical,delivered
1919,7,2025-03-26,online,cancelled
1920,14,2025-10-20,online,delivered
1921,19,2025-12-02,physical,delivered
1922,1,2025-10-29,physical,delivered
1923,20,2025-01-22,physical,delivered
1924,11,2025-02-24,online,delivered
1925,26,2025-07-15,online,delivered
1926,27,2025-04-23,online,delivered
1927,23,2025-04-01,online,delivered
1928,22,2025-11-13,physical,delivered
1929,4,2025-12-22,physical,delivered
1930,1,2025-10-12,online,delivered
1931,12,2025-08-12,online,delivered
1932,47,2025-05-05,online,delivered
1933,64,2025-10-23,online,delivered
1934,59,2025-11-14,online,delivered
1935,32,2025-12-05,physical,delivered
1936,33,2025-11-22,online,delivered
1937,21,2025-11-14,online,delivered
1938,49,2025-10-04,online,delivered
1939,47,2025-04-04,physical,delivered
1940,53,2025-09-23,online,cancelled
1941,57,2025-06-08,online,delivered
1942,28,2025-09-14,physical,delivered
1943,47,2025-07-23,physical,delivered
1944,52,2025-12-27,online,delivered
1945,21,2025-06-10,online,delivered
1946,59,2025-09-17,online,cancelled
1947,4,2025-04-17,physical,delivered
1948,64,2025-07-14,online,delivered
1949,48,2025-08-23,online,delivered
1950,4,2025-09-01,online,delivered
1951,40,2025-09-26,online,delivered
1952,1,2025-08-04,physical,delivered
1953,48,2025-12-25,online,delivered
1954,51,2025-12-26,online,delivered
1955,37,2025-12-28,physical,delivered
1956,53,2025-10-24,online,delivered
1957,4,2025-11-02,online,delivered
1958,19,2025-07-23,online,delivered
1959,28,2025-05-04,online,delivered
1960,2,2025-09-28,online,delivered
1961,28,2025-06-11,physical,delivered
1962,18,2025-06-08,online,delivered
1963,28,2025-02-27,physical,delivered
1964,28,2025-04-27,physical,delivered
1965,54,2025-09-22,online,delivered
1966,18,2025-03-13,online,delivered
1967,57,2025-11-08,online,delivered
1968,28,2025-07-03,online,delivered
1969,22,2025-04-04,physical,delivered
1970,32,2025-05-06,online,delivered
1971,28,2025-04-27,online,delivered
1972,17,2025-11-30,online,delivered
1973,32,2025-11-09,physical,delivered
1974,8,2025-02-26,online,delivered
1975,23,2025-11-09,online,delivered
1976,36,2025-11-10,online,delivered
1977,28,2025-12-22,online,cancelled
1978,52,2025-12-26,physical,delivered
1979,17,2025-08-07,online,delivered
1980,61,2025-12-05,physical,delivered
1981,50,2025-12-11,physical,delivered
1982,61,2025-12-27,online,cancelled
1983,53,2025-07-20,online,delivered
1984,8,2025-05-31,physical,delivered
1985,33,2025-06-08,physical,delivered
1986,10,2025-04-10,physical,delivered
1987,52,2025-12-27,online,delivered
1988,37,2025-12-28,online,delivered
1989,17,2025-09-09,online,delivered
1990,59,2025-08-05,online,delivered
1991,7,2025-12-25,online,delivered
1992,36,2025-11-08,online,delivered
1993,44,2025-07-04,physical,delivered
1994,2,2025-02-05,physical,delivered
1995,37,2025-12-30,physical,delivered
1996,52,2025-12-30,physical,delivered
1997,2,2025-11-19,online,cancelled
